icao24,callsign,latitude,longitude,altitude,velocity,timestamp
a94b2e,UAL1119 ,33.275,-101.9811,10058.4,242.88,2024-10-03 20:08:34
46b82a,AEE7PT  ,41.1805,3.611,10668.0,209.87,2024-10-03 20:08:34
a34291,UPS5328 ,30.9248,-82.2512,3619.5,158.22,2024-10-03 20:08:34
46b82f,AEE665  ,40.5396,20.5321,10668.0,237.61,2024-10-03 20:08:34
ae5ad5,SHINR29 ,30.4973,-97.969,419.1,33.19,2024-10-03 20:08:34
a8a87e,UAL928  ,45.0359,-83.4792,11582.4,197.57,2024-10-03 20:08:34
3c5ef0,EWG16R  ,53.6878,9.2902,3436.62,127.55,2024-10-03 20:08:34
ac8fbd,N9083Z  ,40.7529,-78.1104,6705.6,98.99,2024-10-03 20:09:06
a23582,N241UK  ,33.4456,-116.6132,4465.32,49.65,2024-10-03 20:09:06
4b1804,SWR28L  ,50.7921,0.778,6347.46,165.56,2024-10-03 20:09:06
4b1808,SWR2075 ,44.1872,2.2788,10843.26,235.0,2024-10-03 20:09:06
4b1800,SWR181V ,42.8954,15.3718,11582.4,232.45,2024-10-03 20:09:06
aaef60,AAL311  ,42.7685,-101.4741,11590.02,200.36,2024-10-03 20:09:06
4952ca,TAP556  ,43.9845,-4.2279,10972.8,225.01,2024-10-03 20:09:06
4952cb,TAP574  ,49.3846,4.9181,9845.04,221.87,2024-10-03 20:09:06
4952cd,TAP755  ,45.1231,-3.4488,11269.98,242.27,2024-10-03 20:09:06
a3a575,JBU1955 ,39.5571,-76.7016,3604.26,135.12,2024-10-03 20:09:06
ad3c16,AAL2124 ,34.0896,-116.6618,10668.0,247.7,2024-10-03 20:09:06
a5954e,UAL2673 ,36.3212,-93.213,10370.82,216.2,2024-10-03 20:09:06
ace6b9,N930LX  ,30.6527,-87.2263,9448.8,173.35,2024-10-03 20:09:06
a1befc,UAL469  ,38.4568,-103.9362,11582.4,232.78,2024-10-03 20:09:06
a97808,N709WY  ,29.3415,-83.5878,7589.52,137.96,2024-10-03 20:09:06
a808d7,ATN3308 ,35.1403,-80.8351,2148.84,120.28,2024-10-03 20:09:06
4952c1,TAP534  ,51.3525,11.983,8001.0,216.77,2024-10-03 20:09:06
4952c5,TAP74NA ,48.9742,0.9276,11582.4,223.06,2024-10-03 20:09:06
4952c6,TAP783  ,53.6447,7.9527,10972.8,246.35,2024-10-03 20:09:06
ac83aa,N905VR  ,37.1152,-105.0408,11513.82,254.54,2024-10-03 20:09:06
4952c8,TAP86VC ,40.5555,-1.9145,11887.2,224.35,2024-10-03 20:09:06
a2ded8,SWA3530 ,33.2049,-78.0827,12496.8,221.86,2024-10-03 20:09:06
39de41,TVF70WG ,47.3701,4.8526,8999.22,227.19,2024-10-03 20:09:06
3c6669,DLH43U  ,39.8475,-8.3288,7315.2,215.53,2024-10-03 20:09:06
3c6667,DLH05U  ,41.6542,-6.67,10668.0,237.79,2024-10-03 20:09:06
44028c,EJU4588 ,43.2497,-4.7148,10972.8,213.99,2024-10-03 20:09:06
4acb01,NSZ3659 ,46.6201,7.7739,10972.8,237.07,2024-10-03 20:09:06
ad564b,N959CC  ,37.9548,-86.7867,13106.4,177.67,2024-10-03 20:09:06
a61815,N492FT  ,36.1888,-95.8616,13716.0,225.05,2024-10-03 20:09:06
51116f,MBU6513 ,45.9886,10.6887,9753.6,256.38,2024-10-03 20:09:06
4bc8c3,PGT740  ,33.02,30.959,10050.78,228.97,2024-10-03 20:09:06
40814c,GLMHA   ,48.6012,-1.4174,13106.4,237.3,2024-10-03 20:09:06
abf008,SWA3650 ,38.8528,-99.8286,10363.2,224.3,2024-10-03 20:09:06
511171,MBU6891 ,53.284,10.7462,4579.62,142.54,2024-10-03 20:09:06
511170,MBU6003 ,53.1855,11.1437,6187.44,172.94,2024-10-03 20:09:06
a46e8c,DOW385  ,42.2643,-86.3958,7315.2,129.46,2024-10-03 20:09:06
3c6672,DLH3WY  ,38.9561,12.7431,10668.0,222.11,2024-10-03 20:09:06
a8e37c,DAL3115 ,27.9013,-82.9957,2133.6,142.29,2024-10-03 20:09:06
a1b2ee,JBU52   ,37.8518,-75.6001,11887.2,239.99,2024-10-03 20:09:06
ac101f,SWA1136 ,40.5148,-74.8296,2987.04,160.78,2024-10-03 20:09:06
a2d2da,N281MW  ,42.8539,-77.6641,7018.02,229.96,2024-10-03 20:09:06
ad90a3,AAL927  ,26.791,-79.8192,4572.0,176.56,2024-10-03 20:09:06
471efc,WMT20QC ,39.5875,1.8714,10988.04,207.75,2024-10-03 20:09:06
a798ad,WMN589  ,27.7346,-82.7273,1524.0,107.96,2024-10-03 20:09:06
a4d84d,CTL105  ,42.7891,-86.7196,2727.96,88.2,2024-10-03 20:09:06
a88072,NKS1237 ,31.9572,-82.3079,10972.8,245.32,2024-10-03 20:09:06
a94b50,UAL378  ,40.2801,-95.937,10363.2,218.1,2024-10-03 20:09:06
a88bde,NOAA65  ,34.4173,-83.665,6705.6,128.34,2024-10-03 20:09:06
440248,EJU87TQ ,45.7017,-3.0762,10904.22,204.8,2024-10-03 20:09:06
4b1880,SWR8T   ,45.6275,-79.9024,11582.4,202.91,2024-10-03 20:09:06
4b1881,SWR14V  ,41.9101,-71.4882,9982.2,248.73,2024-10-03 20:09:06
a0f4a2,DAL289  ,41.0482,-72.3256,5364.48,214.59,2024-10-03 20:09:06
a6f23d,DAL499  ,42.4922,-80.6934,10675.62,263.99,2024-10-03 20:09:06
ac1afa,SWA462  ,39.3119,-95.0545,11277.6,247.3,2024-10-03 20:09:06
3c5ee7,EWG74F  ,49.2262,7.8818,5082.54,177.17,2024-10-03 20:09:06
aa30e9,CXK167  ,35.802,-84.238,2705.1,55.54,2024-10-03 20:09:06
a94b2e,UAL1119 ,33.2182,-101.9343,10058.4,242.88,2024-10-03 20:09:06
46b82a,AEE7PT  ,41.1869,3.54,10668.0,208.85,2024-10-03 20:09:06
a34291,UPS5328 ,30.879,-82.2361,3360.42,155.04,2024-10-03 20:09:06
46b82f,AEE665  ,40.5006,20.612,10668.0,237.88,2024-10-03 20:09:06
ae5ad5,SHINR29 ,30.4869,-97.9647,541.02,45.42,2024-10-03 20:09:06
a8a87e,UAL928  ,44.9919,-83.5387,11590.02,198.31,2024-10-03 20:09:06
3c5ef0,EWG16R  ,53.6653,9.3494,3177.54,136.33,2024-10-03 20:09:06
ac8fbd,N9083Z  ,40.7212,-78.1353,6705.6,98.99,2024-10-03 20:09:48
a23582,N241UK  ,33.4456,-116.6132,4465.32,49.65,2024-10-03 20:09:48
4b1804,SWR28L  ,50.8399,0.7121,5974.08,163.29,2024-10-03 20:09:48
4b1808,SWR2075 ,44.2389,2.3857,10622.28,236.57,2024-10-03 20:09:48
4b1800,SWR181V ,42.9412,15.2756,11582.4,234.02,2024-10-03 20:09:48
aaef60,AAL311  ,42.7816,-101.5792,11590.02,199.94,2024-10-03 20:09:48
4952ca,TAP556  ,44.0592,-4.1658,10972.8,228.93,2024-10-03 20:09:48
4952cb,TAP574  ,49.4043,5.0468,9753.6,220.99,2024-10-03 20:09:48
4952cd,TAP755  ,45.0585,-3.5403,11262.36,242.63,2024-10-03 20:09:48
a3a575,JBU1955 ,39.5487,-76.6422,3604.26,137.35,2024-10-03 20:09:48
ad3c16,AAL2124 ,34.0622,-116.5524,10668.0,248.2,2024-10-03 20:09:48
a5954e,UAL2673 ,36.2604,-93.283,10363.2,215.85,2024-10-03 20:09:48
ace6b9,N930LX  ,30.6356,-87.1537,9448.8,173.21,2024-10-03 20:09:48
a1befc,UAL469  ,38.4309,-104.0479,11582.4,232.78,2024-10-03 20:09:48
a97808,N709WY  ,29.3415,-83.5878,7589.52,137.96,2024-10-03 20:09:48
a808d7,ATN3308 ,35.0984,-80.8106,1828.8,120.78,2024-10-03 20:09:48
4952c1,TAP534  ,51.396,12.0929,7680.96,206.4,2024-10-03 20:09:48
4952c5,TAP74NA ,49.0418,1.0045,11574.78,223.47,2024-10-03 20:09:48
4952c6,TAP783  ,53.5725,7.8582,10972.8,245.95,2024-10-03 20:09:48
ac83aa,N905VR  ,37.162,-105.1431,11308.08,255.25,2024-10-03 20:09:48
4952c8,TAP86VC ,40.5268,-2.0139,11887.2,224.83,2024-10-03 20:09:48
a2ded8,SWA3530 ,33.29,-78.07,12496.8,221.42,2024-10-03 20:09:48
39de41,TVF70WG ,47.4243,4.748,8778.24,233.68,2024-10-03 20:09:48
3c6669,DLH43U  ,39.7815,-8.389,6926.58,209.38,2024-10-03 20:09:48
3c6667,DLH05U  ,41.5815,-6.7439,10668.0,238.61,2024-10-03 20:09:48
44028c,EJU4588 ,43.3247,-4.6655,10972.8,214.9,2024-10-03 20:09:48
4acb01,NSZ3659 ,46.7013,7.8455,10972.8,237.33,2024-10-03 20:09:48
ad564b,N959CC  ,37.9421,-86.8688,13106.4,177.17,2024-10-03 20:09:48
a61815,N492FT  ,36.1959,-95.7539,13716.0,223.27,2024-10-03 20:09:48
51116f,MBU6513 ,46.0865,10.7191,9753.6,257.27,2024-10-03 20:09:48
4bc8c3,PGT740  ,32.9371,30.9681,10050.78,228.31,2024-10-03 20:09:48
40814c,GLMHA   ,48.6914,-1.3898,13106.4,237.8,2024-10-03 20:09:48
abf008,SWA3650 ,38.8528,-99.8286,10363.2,224.3,2024-10-03 20:09:48
511171,MBU6891 ,53.3164,10.6798,4320.54,139.72,2024-10-03 20:09:48
511170,MBU6003 ,53.2218,11.0518,5814.06,168.51,2024-10-03 20:09:48
a46e8c,DOW385  ,42.2907,-86.4525,7315.2,129.46,2024-10-03 20:09:48
3c6672,DLH3WY  ,38.8786,12.7827,10668.0,222.4,2024-10-03 20:09:48
a8e37c,DAL3115 ,27.85,-82.969,2133.6,143.65,2024-10-03 20:09:48
a1b2ee,JBU52   ,37.93,-75.5391,11887.2,239.83,2024-10-03 20:09:48
ac101f,SWA1136 ,40.4926,-74.7552,2994.66,159.64,2024-10-03 20:09:48
a2d2da,N281MW  ,42.8198,-77.5522,6637.02,224.42,2024-10-03 20:09:48
ad90a3,AAL927  ,26.7264,-79.7933,4191.0,174.27,2024-10-03 20:09:48
471efc,WMT20QC ,39.5713,1.7728,11201.4,206.24,2024-10-03 20:09:48
a798ad,WMN589  ,27.7379,-82.6809,1524.0,104.72,2024-10-03 20:09:48
a4d84d,CTL105  ,42.7779,-86.6764,2735.58,87.98,2024-10-03 20:09:48
a88072,NKS1237 ,31.8678,-82.2655,10972.8,245.52,2024-10-03 20:09:48
a94b50,UAL378  ,40.2492,-96.0361,10363.2,218.29,2024-10-03 20:09:48
a88bde,NOAA65  ,34.4622,-83.6754,6705.6,128.34,2024-10-03 20:09:48
440248,EJU87TQ ,45.7769,-3.047,10386.06,209.67,2024-10-03 20:09:48
4b1880,SWR8T   ,45.5965,-80.0128,11582.4,203.1,2024-10-03 20:09:48
4b1881,SWR14V  ,41.8248,-71.5474,9768.84,249.88,2024-10-03 20:09:48
a0f4a2,DAL289  ,41.0238,-72.4244,4998.72,209.05,2024-10-03 20:09:48
a6f23d,DAL499  ,42.5014,-80.5551,10668.0,263.94,2024-10-03 20:09:48
ac1afa,SWA462  ,39.3015,-94.9311,11277.6,247.36,2024-10-03 20:09:48
3c5ee7,EWG74F  ,49.1821,7.9589,4815.84,174.27,2024-10-03 20:09:48
aa30e9,CXK167  ,35.7961,-84.2118,2705.1,57.11,2024-10-03 20:09:48
a94b2e,UAL1119 ,33.1485,-101.877,10058.4,243.01,2024-10-03 20:09:48
46b82a,AEE7PT  ,41.1964,3.434,10668.0,208.28,2024-10-03 20:09:48
a34291,UPS5328 ,30.8259,-82.2173,2918.46,152.77,2024-10-03 20:09:48
46b82f,AEE665  ,40.4518,20.7119,10675.62,239.74,2024-10-03 20:09:48
ae5ad5,SHINR29 ,30.4739,-97.9788,640.08,57.56,2024-10-03 20:09:48
a8a87e,UAL928  ,44.9358,-83.6141,11590.02,199.04,2024-10-03 20:09:48
3c5ef0,EWG16R  ,53.6146,9.3588,2956.56,133.98,2024-10-03 20:09:48
ac8fbd,N9083Z  ,40.7087,-78.1451,6705.6,98.99,2024-10-03 20:10:05
a23582,N241UK  ,33.4456,-116.6132,4465.32,49.65,2024-10-03 20:10:05
4b1804,SWR28L  ,50.8619,0.6816,5798.82,163.29,2024-10-03 20:10:05
4b1808,SWR2075 ,44.2545,2.4181,10553.7,236.57,2024-10-03 20:10:05
4b1800,SWR181V ,42.9611,15.2337,11582.4,234.02,2024-10-03 20:10:05
aaef60,AAL311  ,42.7859,-101.6127,11582.4,200.44,2024-10-03 20:10:05
4952ca,TAP556  ,44.088,-4.1359,10972.8,228.93,2024-10-03 20:10:05
4952cb,TAP574  ,49.4119,5.0965,9753.6,219.87,2024-10-03 20:10:05
4952cd,TAP755  ,45.0276,-3.5838,11262.36,242.63,2024-10-03 20:10:05
a3a575,JBU1955 ,39.5299,-76.6311,3604.26,137.01,2024-10-03 20:10:05
ad3c16,AAL2124 ,34.0477,-116.4949,10668.0,247.85,2024-10-03 20:10:05
a5954e,UAL2673 ,36.2382,-93.3085,10363.2,215.85,2024-10-03 20:10:05
ace6b9,N930LX  ,30.6282,-87.1224,9448.8,172.72,2024-10-03 20:10:05
a1befc,UAL469  ,38.4209,-104.0904,11582.4,232.92,2024-10-03 20:10:05
a97808,N709WY  ,29.1084,-83.4388,6065.52,147.4,2024-10-03 20:10:05
a808d7,ATN3308 ,35.0745,-80.8078,1691.64,118.51,2024-10-03 20:10:05
4952c1,TAP534  ,51.4181,12.1495,7505.7,201.71,2024-10-03 20:10:05
4952c5,TAP74NA ,49.0679,1.0342,11582.4,223.06,2024-10-03 20:10:05
4952c6,TAP783  ,53.541,7.8169,10972.8,246.26,2024-10-03 20:10:05
ac83aa,N905VR  ,37.1835,-105.1888,11224.26,255.88,2024-10-03 20:10:05
4952c8,TAP86VC ,40.5146,-2.0565,11894.82,224.83,2024-10-03 20:10:05
a2ded8,SWA3530 ,33.3216,-78.0653,12496.8,221.42,2024-10-03 20:10:05
39de41,TVF70WG ,47.4404,4.7173,8717.28,232.64,2024-10-03 20:10:05
3c6669,DLH43U  ,39.7544,-8.4136,6774.18,206.81,2024-10-03 20:10:05
3c6667,DLH05U  ,41.5482,-6.7776,10668.0,238.61,2024-10-03 20:10:05
44028c,EJU4588 ,43.3497,-4.6489,10980.42,215.59,2024-10-03 20:10:05
4acb01,NSZ3659 ,46.7283,7.8694,10972.8,237.33,2024-10-03 20:10:05
ad564b,N959CC  ,37.9368,-86.9034,13106.4,177.17,2024-10-03 20:10:05
a61815,N492FT  ,36.196,-95.7172,13716.0,223.27,2024-10-03 20:10:05
51116f,MBU6513 ,46.1367,10.7225,9753.6,257.47,2024-10-03 20:10:05
4bc8c3,PGT740  ,32.9053,30.9715,10050.78,227.85,2024-10-03 20:10:05
40814c,GLMHA   ,48.7328,-1.377,13106.4,237.3,2024-10-03 20:10:05
abf008,SWA3650 ,38.8528,-99.8286,10363.2,224.3,2024-10-03 20:10:05
511171,MBU6891 ,53.3297,10.6516,4206.24,138.21,2024-10-03 20:10:05
511170,MBU6003 ,53.2327,11.0245,5715.0,166.65,2024-10-03 20:10:05
a46e8c,DOW385  ,42.3012,-86.4751,7315.2,129.46,2024-10-03 20:10:05
3c6672,DLH3WY  ,38.8433,12.8005,10668.0,222.11,2024-10-03 20:10:05
a8e37c,DAL3115 ,27.8317,-82.9596,2133.6,143.65,2024-10-03 20:10:05
a1b2ee,JBU52   ,37.9612,-75.5146,11887.2,239.83,2024-10-03 20:10:05
ac101f,SWA1136 ,40.4848,-74.7291,2994.66,159.82,2024-10-03 20:10:05
a2d2da,N281MW  ,42.8069,-77.5103,6454.14,221.84,2024-10-03 20:10:05
ad90a3,AAL927  ,26.6999,-79.7877,4038.6,174.4,2024-10-03 20:10:05
471efc,WMT20QC ,39.5645,1.7319,11269.98,206.35,2024-10-03 20:10:05
a798ad,WMN589  ,27.7391,-82.6638,1524.0,105.82,2024-10-03 20:10:05
a4d84d,CTL105  ,42.7733,-86.6572,2735.58,89.53,2024-10-03 20:10:05
a88072,NKS1237 ,31.8343,-82.2495,10972.8,245.52,2024-10-03 20:10:05
a94b50,UAL378  ,40.2345,-96.0832,10363.2,218.77,2024-10-03 20:10:05
a88bde,NOAA65  ,34.487,-83.6811,6705.6,128.34,2024-10-03 20:10:05
440248,EJU87TQ ,45.8054,-3.0306,10012.68,218.1,2024-10-03 20:10:05
4b1880,SWR8T   ,45.5814,-80.0655,11582.4,202.91,2024-10-03 20:10:05
4b1881,SWR14V  ,41.7955,-71.5676,9700.26,250.1,2024-10-03 20:10:05
a0f4a2,DAL289  ,41.0136,-72.465,4846.32,205.31,2024-10-03 20:10:05
a6f23d,DAL499  ,42.5047,-80.5052,10668.0,263.39,2024-10-03 20:10:05
ac1afa,SWA462  ,39.2982,-94.8921,11277.6,247.36,2024-10-03 20:10:05
3c5ee7,EWG74F  ,49.1641,7.9902,4632.96,174.61,2024-10-03 20:10:05
aa30e9,CXK167  ,35.7945,-84.2017,2705.1,56.0,2024-10-03 20:10:05
a94b2e,UAL1119 ,33.1141,-101.8489,10058.4,243.01,2024-10-03 20:10:05
46b82a,AEE7PT  ,41.2013,3.3787,10668.0,208.28,2024-10-03 20:10:05
a34291,UPS5328 ,30.8037,-82.2092,2727.96,151.15,2024-10-03 20:10:05
46b82f,AEE665  ,40.433,20.7501,10675.62,239.74,2024-10-03 20:10:05
ae5ad5,SHINR29 ,30.4739,-97.9889,624.84,61.32,2024-10-03 20:10:05
a8a87e,UAL928  ,44.9125,-83.6454,11590.02,199.04,2024-10-03 20:10:05
3c5ef0,EWG16R  ,53.5964,9.3607,2872.74,133.01,2024-10-03 20:10:05
ac8fbd,N9083Z  ,40.6759,-78.1711,6705.6,98.99,2024-10-03 20:10:52
a23582,N241UK  ,33.4456,-116.6132,4465.32,49.65,2024-10-03 20:10:52
4b1804,SWR28L  ,50.9127,0.611,5532.12,161.88,2024-10-03 20:10:52
4b1808,SWR2075 ,44.3126,2.5388,10317.48,236.99,2024-10-03 20:10:52
4b1800,SWR181V ,43.0096,15.1314,11582.4,228.89,2024-10-03 20:10:52
aaef60,AAL311  ,42.801,-101.7341,11574.78,201.37,2024-10-03 20:10:52
4952ca,TAP556  ,44.1657,-4.0556,10965.18,228.31,2024-10-03 20:10:52
4952cb,TAP574  ,49.433,5.2342,9753.6,220.87,2024-10-03 20:10:52
4952cd,TAP755  ,44.9565,-3.6837,11269.98,242.63,2024-10-03 20:10:52
a3a575,JBU1955 ,39.4779,-76.6347,3604.26,136.68,2024-10-03 20:10:52
ad3c16,AAL2124 ,34.0182,-116.3781,10668.0,247.36,2024-10-03 20:10:52
a5954e,UAL2673 ,36.1701,-93.3868,10363.2,216.23,2024-10-03 20:10:52
ace6b9,N930LX  ,30.6085,-87.0385,9448.8,172.85,2024-10-03 20:10:52
a1befc,UAL469  ,38.3922,-104.2129,11582.4,233.07,2024-10-03 20:10:52
a97808,N709WY  ,29.0523,-83.4032,5684.52,147.85,2024-10-03 20:10:52
a808d7,ATN3308 ,35.0312,-80.8021,1310.64,106.58,2024-10-03 20:10:52
4952c1,TAP534  ,51.455,12.2447,7216.14,193.42,2024-10-03 20:10:52
4952c5,TAP74NA ,49.1444,1.1216,11582.4,223.06,2024-10-03 20:10:52
4952c6,TAP783  ,53.4673,7.7213,10972.8,246.13,2024-10-03 20:10:52
ac83aa,N905VR  ,37.2307,-105.29,11026.14,252.96,2024-10-03 20:10:52
4952c8,TAP86VC ,40.4836,-2.1632,11894.82,224.23,2024-10-03 20:10:52
a2ded8,SWA3530 ,33.4309,-78.0489,12496.8,221.99,2024-10-03 20:10:52
39de41,TVF70WG ,47.5042,4.5937,8465.82,231.71,2024-10-03 20:10:52
3c6669,DLH43U  ,39.6826,-8.4792,6355.08,202.68,2024-10-03 20:10:52
3c6667,DLH05U  ,41.4693,-6.8574,10660.38,238.61,2024-10-03 20:10:52
44028c,EJU4588 ,43.4327,-4.5936,10980.42,215.59,2024-10-03 20:10:52
4acb01,NSZ3659 ,46.8104,7.9424,10972.8,238.04,2024-10-03 20:10:52
ad564b,N959CC  ,37.9241,-86.9854,13106.4,177.17,2024-10-03 20:10:52
a61815,N492FT  ,36.1963,-95.5967,13716.0,222.75,2024-10-03 20:10:52
51116f,MBU6513 ,46.2443,10.7296,9753.6,256.49,2024-10-03 20:10:52
4bc8c3,PGT740  ,32.8956,30.9726,10050.78,227.85,2024-10-03 20:10:52
40814c,GLMHA   ,48.8343,-1.3458,13106.4,237.8,2024-10-03 20:10:52
abf008,SWA3650 ,38.8528,-99.8286,10363.2,224.3,2024-10-03 20:10:52
511171,MBU6891 ,53.3518,10.56,3863.34,143.07,2024-10-03 20:10:52
511170,MBU6003 ,53.2729,10.9232,5257.8,164.51,2024-10-03 20:10:52
a46e8c,DOW385  ,42.3292,-86.5354,7315.2,129.18,2024-10-03 20:10:52
3c6672,DLH3WY  ,38.7568,12.8444,10660.38,222.87,2024-10-03 20:10:52
a8e37c,DAL3115 ,27.7814,-82.9311,1866.9,140.96,2024-10-03 20:10:52
a1b2ee,JBU52   ,38.0477,-75.4488,11864.34,239.73,2024-10-03 20:10:52
ac101f,SWA1136 ,40.4595,-74.6458,2987.04,159.82,2024-10-03 20:10:52
a2d2da,N281MW  ,42.7746,-77.4051,5974.08,214.68,2024-10-03 20:10:52
ad90a3,AAL927  ,26.6322,-79.8106,3657.6,172.51,2024-10-03 20:10:52
471efc,WMT20QC ,39.5456,1.6173,11277.6,209.47,2024-10-03 20:10:52
a798ad,WMN589  ,27.7429,-82.6149,1417.32,103.18,2024-10-03 20:10:52
a4d84d,CTL105  ,42.7621,-86.61,2727.96,89.39,2024-10-03 20:10:52
a88072,NKS1237 ,31.7463,-82.2077,10972.8,245.99,2024-10-03 20:10:52
a94b50,UAL378  ,40.1999,-96.1943,10363.2,218.96,2024-10-03 20:10:52
a88bde,NOAA65  ,34.5313,-83.6914,6705.6,127.83,2024-10-03 20:10:52
440248,EJU87TQ ,45.8871,-2.9607,9258.3,219.42,2024-10-03 20:10:52
4b1880,SWR8T   ,45.5501,-80.176,11582.4,203.1,2024-10-03 20:10:52
4b1881,SWR14V  ,41.6989,-71.634,9456.42,252.86,2024-10-03 20:10:52
a0f4a2,DAL289  ,40.9902,-72.5591,4495.8,196.36,2024-10-03 20:10:52
a6f23d,DAL499  ,42.5143,-80.3573,10668.0,263.34,2024-10-03 20:10:52
ac1afa,SWA462  ,39.2869,-94.7553,11277.6,246.79,2024-10-03 20:10:52
3c5ee7,EWG74F  ,49.1148,8.0759,4389.12,170.25,2024-10-03 20:10:52
aa30e9,CXK167  ,35.7901,-84.1734,2705.1,56.92,2024-10-03 20:10:52
a94b2e,UAL1119 ,33.0391,-101.7874,10058.4,243.31,2024-10-03 20:10:52
46b82a,AEE7PT  ,41.211,3.2693,10668.0,207.7,2024-10-03 20:10:52
a34291,UPS5328 ,30.7449,-82.1804,2331.72,148.15,2024-10-03 20:10:52
46b82f,AEE665  ,40.3725,20.8639,10668.0,234.28,2024-10-03 20:10:52
ae5ad5,SHINR29 ,30.4943,-97.9963,701.04,55.07,2024-10-03 20:10:52
a8a87e,UAL928  ,44.86,-83.7149,11590.02,200.18,2024-10-03 20:10:52
3c5ef0,EWG16R  ,53.5423,9.381,2529.84,130.42,2024-10-03 20:10:52
ac8fbd,N9083Z  ,40.6499,-78.1915,6705.6,98.99,2024-10-03 20:11:23
a23582,N241UK  ,33.4456,-116.6132,4465.32,49.65,2024-10-03 20:11:23
4b1804,SWR28L  ,50.9471,0.5639,5349.24,161.21,2024-10-03 20:11:23
4b1808,SWR2075 ,44.3487,2.6143,10157.46,234.43,2024-10-03 20:11:23
4b1800,SWR181V ,43.0501,15.0455,11582.4,225.61,2024-10-03 20:11:23
aaef60,AAL311  ,42.8099,-101.8053,11574.78,201.46,2024-10-03 20:11:23
4952ca,TAP556  ,44.2154,-4.004,10965.18,228.21,2024-10-03 20:11:23
4952cb,TAP574  ,49.4469,5.327,9753.6,224.11,2024-10-03 20:11:23
4952cd,TAP755  ,44.9076,-3.7518,11277.6,242.63,2024-10-03 20:11:23
a3a575,JBU1955 ,39.4361,-76.6384,3604.26,136.64,2024-10-03 20:11:23
ad3c16,AAL2124 ,33.9972,-116.2955,10668.0,246.87,2024-10-03 20:11:23
a5954e,UAL2673 ,36.1265,-93.4367,10363.2,216.23,2024-10-03 20:11:23
ace6b9,N930LX  ,30.5975,-86.9921,9448.8,173.35,2024-10-03 20:11:23
a1befc,UAL469  ,38.3739,-104.29,11582.4,233.71,2024-10-03 20:11:23
a97808,N709WY  ,29.0242,-83.3853,5494.02,148.1,2024-10-03 20:11:23
a808d7,ATN3308 ,35.0019,-80.799,1165.86,94.14,2024-10-03 20:11:23
4952c1,TAP534  ,51.4865,12.326,7002.78,185.19,2024-10-03 20:11:23
4952c5,TAP74NA ,49.1935,1.1779,11574.78,223.58,2024-10-03 20:11:23
4952c6,TAP783  ,53.4048,7.6405,10972.8,246.85,2024-10-03 20:11:23
ac83aa,N905VR  ,37.2725,-105.3796,10843.26,251.22,2024-10-03 20:11:23
4952c8,TAP86VC ,40.4581,-2.2506,11894.82,224.53,2024-10-03 20:11:23
a2ded8,SWA3530 ,33.4723,-78.0426,12496.8,221.93,2024-10-03 20:11:23
39de41,TVF70WG ,47.5418,4.5208,8305.8,228.01,2024-10-03 20:11:23
3c6669,DLH43U  ,39.6374,-8.5202,6126.48,202.38,2024-10-03 20:11:23
3c6667,DLH05U  ,41.4154,-6.9123,10660.38,239.64,2024-10-03 20:11:23
44028c,EJU4588 ,43.4874,-4.557,10980.42,215.12,2024-10-03 20:11:23
4acb01,NSZ3659 ,46.8734,7.9983,10972.8,238.04,2024-10-03 20:11:23
ad564b,N959CC  ,37.9128,-87.0581,13106.4,177.77,2024-10-03 20:11:23
a61815,N492FT  ,36.1964,-95.5242,13716.0,223.27,2024-10-03 20:11:23
51116f,MBU6513 ,46.3122,10.7342,9745.98,256.44,2024-10-03 20:11:23
4bc8c3,PGT740  ,32.7656,30.9871,10050.78,227.9,2024-10-03 20:11:23
40814c,GLMHA   ,48.8985,-1.326,13106.4,237.3,2024-10-03 20:11:23
abf008,SWA3650 ,38.8528,-99.8286,10363.2,224.3,2024-10-03 20:11:23
511171,MBU6891 ,53.3514,10.4956,3665.22,141.5,2024-10-03 20:11:23
511170,MBU6003 ,53.2969,10.8624,4998.72,162.66,2024-10-03 20:11:23
a46e8c,DOW385  ,42.3493,-86.5788,7315.2,129.18,2024-10-03 20:11:23
3c6672,DLH3WY  ,38.7017,12.8723,10660.38,223.06,2024-10-03 20:11:23
a8e37c,DAL3115 ,27.7564,-82.8947,1653.54,139.29,2024-10-03 20:11:23
a1b2ee,JBU52   ,38.104,-75.4159,11711.94,238.94,2024-10-03 20:11:23
ac101f,SWA1136 ,40.4426,-74.5897,2994.66,159.34,2024-10-03 20:11:23
a2d2da,N281MW  ,42.7504,-77.3267,5600.7,210.29,2024-10-03 20:11:23
ad90a3,AAL927  ,26.5898,-79.8278,3406.14,170.71,2024-10-03 20:11:23
471efc,WMT20QC ,39.5335,1.5458,11277.6,210.2,2024-10-03 20:11:23
a798ad,WMN589  ,27.7532,-82.5845,1234.44,105.19,2024-10-03 20:11:23
a4d84d,CTL105  ,42.7556,-86.5755,2712.72,90.4,2024-10-03 20:11:23
a88072,NKS1237 ,31.6761,-82.1742,10972.8,246.19,2024-10-03 20:11:23
a94b50,UAL378  ,40.1787,-96.2618,10363.2,218.96,2024-10-03 20:11:23
a88bde,NOAA65  ,34.5718,-83.7009,6705.6,127.83,2024-10-03 20:11:23
440248,EJU87TQ ,45.9409,-2.9149,8877.3,214.04,2024-10-03 20:11:23
